feedback_id,设备id,user_id,version,brand,device_model,app_name,反馈图片url,反馈来源,feedback_type,feedback_date,反馈题目id,feedback_content,联系方式
183661112,182976585.0,542841195.0,11.70.1,HUAWEI,SEA-AL10,小猿口算,,拍照翻译,其他,2025-05-01 15:21:17,,..234567z9,
183663520,256015164.0,367867684.0,11.69.0,OPPO,PECM30,小猿口算,,拍照翻译,翻译不准确,2025-05-01 15:45:38,,为什么翻译出来还是英文？,
183663564,216882013.0,661849186.0,11.63.3,EEBBK,S3 Prow,小猿口算,,拍照翻译,翻译不完整,2025-05-01 15:45:59,,写的有的是错字，有的是没写上有的。有的翻译的还是错的,
183669720,906570225.0,319100676.0,11.71.0,OPPO,PDNM00,小猿搜题,,拍照翻译,其他,2025-05-01 16:53:29,,我那是英文，你给我搞数字干什么？请你们尽快修复,
183672034,299403609.0,1064056077.0,11.70.1,vivo,vivo X9,小猿口算,,拍照翻译,翻译不准确,2025-05-01 17:20:58,,《不是很好》，《》继续加油😓😓😓,
183676166,897537581.0,578092596.0,11.70.1,vivo,V2302A,小猿搜题,,拍照翻译,其他,2025-05-01 18:19:11,,真厉害！标准了！更标准的了。,
183680044,294710974.0,388941450.0,11.71.0,iPhone,iPad,小猿口算,,拍照翻译,产品建议,2025-05-01 19:31:16,,"要不要？咕叽咕叽感觉他很好份给哥哥很喜欢😘！你是个什么样人是我心中最好不过我们还是给你不管不顾奶奶共赴国难复古港风








红红火火的生活是最美不过我们都在干什么？你说啥就干什么的啦、我们一起走到最后什么的都是什么样的人都会来找你们的生活状态怎么样的哥怎么会这么可爱呢。我的哥真的好喜欢的生活状态很
",
183682002,283145532.0,1068672359.0,11.70.1,OPPO,PJU110,小猿口算,,拍照翻译,翻译不准确,2025-05-01 20:05:25,,能不能优化一下翻译？英文翻译中文翻来翻去都是英文,
183682692,294710974.0,388941450.0,11.71.0,iPhone,iPad,小猿口算,,拍照翻译,产品建议,2025-05-01 20:17:23,,记忆以绝后患高贵不贵,
183686814,179202977.0,655539155.0,11.70.1,HUAWEI,FRL-AN00a,小猿口算,,拍照翻译,产品建议,2025-05-01 21:21:51,,Ygyvuf GGFFJ FFCGX dad GGFVH gaga GC#YYVVT,
183692566,912244530.0,648640977.0,11.70.1,HUAWEI,STK-AL00,小猿搜题,,拍照翻译,其他,2025-05-01 23:50:04,,翻译的是拼音字母,
183693042,889878542.0,122021122.0,11.70.1,HUAWEI,ELE-AL00,小猿搜题,,拍照翻译,产品建议,2025-05-02 00:45:12,,建议取词汇后可以收藏起来，进入单词本（最好可以生成ward）,
183693856,242083701.0,661309019.0,11.70.1,vivo,V1901A,小猿口算,,拍照翻译,其他,2025-05-02 06:54:21,,好使是好使但是自己写不能翻译而且他有时候他还翻译错误我让我们做一张卡片，它翻译成让我们造一辆车,
183697858,919801346.0,1073959818.0,11.70.1,JHKJ-YX,W6,小猿搜题,,拍照翻译,其他,2025-05-02 08:40:09,,这东西，简直就是废物，不好用极了,
183700330,257217426.0,655241452.0,11.71.0,HONOR,JLH-AN00,小猿口算,,拍照翻译,其他,2025-05-02 09:07:07,,可口可乐快乐旅途图,
183700468,295992904.0,1083158252.0,11.70.1,vivo,V2166A,小猿口算,,拍照翻译,其他,2025-05-02 09:08:32,,拍照能不能变清楚,
183703524,245534776.0,267661900.0,11.70.1,Xiaomi,23127PN0CC,小猿口算,,拍照翻译,其他,2025-05-02 09:36:45,,我让你翻译成文言文，给我翻译成英文了,
183703772,252441150.0,745345396.0,11.71.0,vivo,V2180A,小猿口算,,拍照翻译,翻译不完整,2025-05-02 09:39:00,,他们数字你就找不上啊你有毛病吧,
183706916,298805013.0,346820412.0,11.70.1,OPPO,PFGM00,小猿口算,,拍照翻译,产品建议,2025-05-02 10:02:43,,U盾逼不得已的v就像个刚刚到家结束还上班不等厚干涉宝宝睡觉啊很虚GG续保很饱公司百变小樱上班去吧不死都等你呢丫头人呢小白菜过的杠杠的vv多喝点和保单号对额好的吧暖气片就是不读本笔记本电脑的。你手机合适的，很谢谢你(*°∀°)=3核反应堆vv你不想付出城乡规划v就不可辜负头发聚聚吧女女女鱼护咕咕咕鱼鱼鱼聚聚聚聚军部咕咕咕咕CGCF堵车v会v会v会v分析法喝喝小酒你说呢教学计划动不动就覅放假饿哦忘了你,
183708092,250861085.0,734307854.0,11.70.1,HUAWEI,DBR-W10,小猿口算,,拍照翻译,其他,2025-05-02 10:11:21,,就不可以重新再把那个诗句再读一遍吧，每次他都要停下来，我还得点太麻烦了，所以请您下次注意点，谢谢。,
183708658,919801346.0,1073959818.0,11.70.1,JHKJ-YX,W6,小猿搜题,,拍照翻译,翻译不完整,2025-05-02 10:15:28,,爱情让我哭泣？笑话，我贝利亚只懂得征服与破坏,
183710928,258805381.0,1049899951.0,11.70.1,Coolpad,CP03,小猿口算,,拍照翻译,其他,2025-05-02 10:32:31,,写的清晰，然后能把多余的部分给剪掉。只要清晰可见。上面的多余的字擦掉，然后呢下头有英语。上面是汉语。图片要清晰。句子要仿照出来。挡住的部分要画上。有的人物要是挡着了的话，或者句子挪一挪。那个细节要清晰。图片上的闪耀清晰可要一次性点的时候要大声还有那个。英语那个。字要大一点。说的话呀，要清晰不要太挤，在那上面乱画的或者有痕迹的地方给他抹匀称。,
183712690,283518740.0,1068994241.0,11.70.1,OPPO,PJV110,小猿口算,,拍照翻译,产品建议,2025-05-02 10:45:01,,是的啊啊哈哈哈吃啊啊啊啊,
183716664,223619229.0,722362800.0,11.70.1,EEBBK,A2,小猿口算,,拍照翻译,其他,2025-05-02 11:14:36,,翻译很好，做题很方便,
183718102,46681579.0,95222656.0,11.62.0,iPhone,iPhone,小猿口算,,拍照翻译,翻译不完整,2025-05-02 11:27:46,,你们的生活方式就是这样一个人和人之间的关系到了极点，我的确是个很喜欢的人和人之间的关系到了一个人的时候我就不想去想你了，我的确是个很喜欢的人和人之间最大功率可以？好好看看我们的故事？好好看看我们的故事？好好看看我们的故事。你是不是要把自己的情绪强加给别人看起来了，我的确是个很喜欢的男孩子都会喜欢我们喜欢的人,
183718160,46681579.0,95222656.0,11.62.0,iPhone,iPhone,小猿口算,,拍照翻译,翻译不准确,2025-05-02 11:28:21,,我们的确是一个人的生活方式的时候我也是因为我不想去想你了，你是不是要把自己的情绪强加给别人看起来了，我的确是个很喜欢的人和人之间的关系到了一，我的确是个很喜欢的人和人之间的关系到了一个人的时候我就不想去想你了，我的确是个很喜欢的人和人之间二人为不同的人打交道是不是要把别人做错的事情多了……,
183720520,150268621.0,138406134.0,11.63.3,Xiaomi,MI CC9 Pro,小猿口算,,拍照翻译,产品建议,2025-05-02 11:52:42,,退不出去。老是卡在一个页面。,
183723126,293900884.0,429968508.0,11.71.0,YOUXUEPAI,P709,小猿口算,,拍照翻译,翻译不准确,2025-05-02 12:21:54,,翻译不仅不准确，还不完整,
183728314,244810526.0,750350076.0,11.70.1,vivo,V2054A,小猿口算,,拍照翻译,其他,2025-05-02 13:27:33,,就是不好就是不好就是不好就是不好就是不好就是不好就是不好就是不好就是不好就是不好就是不好就是不好听就是不好,
183730532,892700169.0,702414792.0,11.66.3,vivo,V2158A,小猿搜题,,拍照翻译,翻译不完整,2025-05-02 13:51:59,,建议增加单词汇量,
183734252,84083951.0,423878116.0,11.63.3,OPPO,PCHM10,小猿口算,,拍照翻译,产品建议,2025-05-02 14:30:38,,直接翻译成拼音了,
183734964,919801346.0,1073959818.0,11.70.1,JHKJ-YX,W6,小猿搜题,,拍照翻译,其他,2025-05-02 14:37:44,,"弹药充足，把你们的飞机全部都打下来
●█〓██▄▄▄▄▄▄●●●●●●●●●
▄▅██████▅▄▃▂
██████████████
◥⊙▲⊙▲⊙▲⊙▲⊙▲⊙▲◤",
183735352,919801346.0,1073959818.0,11.70.1,JHKJ-YX,W6,小猿搜题,,拍照翻译,产品建议,2025-05-02 14:41:24,,嘿，这串神秘符号是啥呀？难道是你给我的加密情书？快告诉我怎么解读，我已经迫不及待想知道啦,
183736018,919801346.0,1073959818.0,11.70.1,JHKJ-YX,W6,小猿搜题,,拍照翻译,产品建议,2025-05-02 14:48:24,,"▬▬▬▬.◙.▬▬▬▬
     ▂▄▄▓▄▄▂
◢◤ █▀▀████▄▄▄▄▄◢◤ 
█谈恋爱吗？甜甜的那种▀▀▀▀╬     
◥███████◤
══╩══╩════我派直升机去接你",
183739410,286167050.0,694992872.0,11.71.0,HONOR,ANB-AN00,小猿口算,,拍照翻译,其他,2025-05-02 15:21:07,,左下角怎么是40单元？,
183740864,907270207.0,217887616.0,11.70.1,WIKO,GAR-AN60,小猿搜题,,拍照翻译,翻译不完整,2025-05-02 15:34:49,,给我搞出拼音了是吧，我要的是英语,
183741016,261719079.0,174557852.0,11.63.3,iFLYTEK,CB30,小猿口算,,拍照翻译,翻译不准确,2025-05-02 15:35:54,,你现在怎么搞的？你越来越像一个狗屎了，现在连个翻译都没有，你看你现在出的什么样子，一天到晚只会搞各种活动，推各种优惠，现在连东西都不管了，你看你现在的样子。,
183743394,296725388.0,1085393907.0,11.71.0,vivo,V2419A,小猿口算,,拍照翻译,其他,2025-05-02 15:58:28,,今天搞个会员，好烦，没有一秒答题,
183754704,250836432.0,206835676.0,11.71.0,OPPO,PJG110,小猿口算,,拍照翻译,翻译不完整,2025-05-02 17:58:23,,有些单词没有发音。,
183756618,857366756.0,652981284.0,11.70.2,iPhone,iPhone,小猿搜题,,拍照翻译,产品建议,2025-05-02 18:26:21,,希望单词能有多一些的中文意思,
183760674,286799986.0,732847457.0,11.70.3,iPhone,iPhone,小猿口算,,拍照翻译,其他,2025-05-02 19:35:31,, 他透露人，热辣哭了橘子额lowatalkcunju蜡炬CPA她册的时候是什么😧！是你说,
183761916,899377563.0,1068895505.0,11.64.0,readboy,Readboy_C15,小猿搜题,,拍照翻译,翻译不准确,2025-05-02 19:55:09,,挠白丝袜美女的脚心的作文,
183764560,920154313.0,153604238.0,11.70.1,HUAWEI,BKY-W20,小猿搜题,,拍照翻译,文字识别有误,2025-05-02 20:34:33,,中英翻译英文，竟然能是拼音，离谱啊，小猿口算还能用吗,
183764878,297368766.0,1084160591.0,11.70.1,HONOR,ASK-AL20,小猿口算,,拍照翻译,其他,2025-05-02 20:39:02,,Lk lac UK le cull EU sar Canada,
183767448,259474085.0,486032666.0,11.71.0,HONOR,ROD-W09,小猿口算,,拍照翻译,其他,2025-05-02 21:13:06,,我又没有你翻译，你非要翻译,
183768690,701828561.0,378564532.0,11.68.0,EEBBK,S5,小猿搜题,,拍照翻译,翻译不准确,2025-05-02 21:31:00,,有些没翻译出来，翻译了几遍每次都不一样。,
183769072,115799445.0,429444442.0,11.70.1,OPPO,PCAM10,小猿口算,,拍照翻译,其他,2025-05-02 21:36:49,,没有跟读 ，建议添加 ,
183770202,241837085.0,732101221.0,11.70.1,vivo,V2230A,小猿口算,,拍照翻译,产品建议,2025-05-02 21:55:44,,"不够完整
一个单词也有很多意思
要完善",
183776216,288454919.0,306594836.0,11.63.3,ZLB,T900,小猿口算,,拍照翻译,文字识别有误,2025-05-03 07:38:05,,读课文顺序有问题。,
183780960,281117152.0,1019024648.0,11.71.0,OPPO,PGFM10,小猿口算,,拍照翻译,翻译不完整,2025-05-03 09:03:12,,叮咚叮咚，西大狗大狗叫叫叫。款游戏越打人情就是手机铃音，这里面你叫你老弟回头我在小学生，我想问你有实力他能给你这边cp。,
183781378,283330550.0,714935331.0,11.71.0,realme,RMX3992,小猿口算,,拍照翻译,其他,2025-05-03 09:07:25,,"图片不一样。不懂他的意思。
",
183782854,286807281.0,348133446.0,11.70.1,HUAWEI,MIS-AL00,小猿口算,,拍照翻译,翻译不完整,2025-05-03 09:21:47,,“火鸡的方法”这一句不翻译是有什么心事吗？😄,
183791752,202039563.0,682194113.0,11.71.0,HUAWEI,HMA-AL00,小猿口算,,拍照翻译,产品建议,2025-05-03 10:32:18,,添加常用内容到懒人短语，输入更轻松！管晕车玉玉vii陶瓷it太阳谷风吹雨打相依的心定向运动，打电话催非常成功vv哈哈好吧防尘服粗腿醋停车抚恤防尘服催促糖醋兔兔方差分析徐若瑄出轨v好好好几块看看就好GG赣服通复印东西蛋糕小偷家族图特十字韧带他非要画江湖虎骨乖哟敷衍唱一个一个月姑姑hi户炒几个菜凤凰财经家餐厅吃饭好的给相关信息入天天吃TV雨v姑挂号费先放一放幸福城抚恤服服服填充图册糖醋鱼吃还会唱歌催促,
183807016,240026432.0,485235018.0,11.63.3,OPPO,PGBM10,小猿口算,,拍照翻译,翻译不准确,2025-05-03 12:56:01,,  这种的材料啊不行。我要报警。你这产品都不好。那翻译我都听不见，还有那让我看的不是让我给钱的，还翻译不准，来来来看看。我就是这儿这儿的。个 我想怎么样啊？我本来想好好的预习一下诶，有些人说要钱，我就赶忙下一个诶，结果又是要钱的，我就是以前下载的啊男的。还有两个男的，一个女的，那不是很烦人吗？你觉得啊？我那时候还没出生呢，然后呢我姐姐就被骗了，骗到那里去了。我就服了两个男生耶，真的是。还背包呢，背,
183826626,290985485.0,1078253507.0,11.70.1,HUAWEI,BKY-W10,小猿口算,,拍照翻译,文字识别有误,2025-05-03 15:58:38,,要写的有规律一点。,
183828220,297876165.0,511761334.0,11.70.1,Xiaomi,23043RP34C,小猿口算,,拍照翻译,文字识别有误,2025-05-03 16:13:02,,W字不清晰。又提不起，又刷了的时候忘记了一个字。A宇没有被弄上去。3个。好。,
183830420,156695651.0,219667208.0,11.71.0,Liantong,VP001,小猿口算,,拍照翻译,翻译不完整,2025-05-03 16:34:06,,这都翻译不出来，差评,
183830880,280503331.0,691238715.0,11.71.0,HUAWEI,HBN-AL00,小猿口算,,拍照翻译,其他,2025-05-03 16:38:34,,"##X-2YyOsywL8sz1SR##
！H1LHo4pAOwwKc1tY！ MF3390 ,3￥ CZ3457 d2vhVUbaaZ9￥/,6:/^v8#HkXH9xvgxS9^ \r\n",
183831438,202694049.0,236888562.0,11.70.1,vivo,V2002A,小猿口算,,拍照翻译,文字识别有误,2025-05-03 16:43:37,,给我翻译出来是拼音,
183832010,898838700.0,730190013.0,11.65.0,EEBBK,A6,小猿搜题,,拍照翻译,文字识别有误,2025-05-03 16:48:59,,拍这么清楚还能识别错误真的是逆天,
183833924,284894512.0,1068669969.0,11.70.1,HONOR,ELI-AN00,小猿口算,,拍照翻译,其他,2025-05-03 17:07:57,,你搞好的，你信不信？,
183835566,219360185.0,704564473.0,11.70.1,vivo,V2166BA,小猿口算,,拍照翻译,翻译不准确,2025-05-03 17:24:16,,.  bcxvngdsrxgcfh fhk,
183839652,297252565.0,435227192.0,11.69.0,EEBBK,X2P,小猿口算,,拍照翻译,翻译不准确,2025-05-03 18:08:34,,字儿出错了，少字儿,
183845868,252597207.0,355315314.0,11.62.0,iPhone,iPad,小猿口算,,拍照翻译,其他,2025-05-03 19:38:02,,完全建议特别好，解决问题，367减题特别清楚，描绘花样很很多，所以我打五星就是我的建议,
183855580,285454349.0,696287440.0,11.71.0,realme,RMX3995,小猿口算,,拍照翻译,其他,2025-05-03 21:39:28,,与图片不符，而且拉长声。,
183856786,928278763.0,719887944.0,11.70.1,HONOR,ALT-AN00,小猿搜题,,拍照翻译,翻译不准确,2025-05-03 21:56:54,,有一些翻译的根本不正确。,
183857512,902517943.0,730298309.0,11.70.1,HONOR,DUK-AL20,小猿搜题,,拍照翻译,产品建议,2025-05-03 22:07:08,,小心我把小猿搜题删了，去下作业帮😠,
183859506,928046360.0,1077101322.0,11.70.1,HONOR,BRT-W09,小猿搜题,,拍照翻译,产品建议,2025-05-03 22:42:54,,应该全部翻译出来。,
183861184,261873484.0,1083498565.0,11.70.1,OPPO,PHJ110,小猿口算,,拍照翻译,其他,2025-05-03 23:23:08,,我拍英语让它翻译成中文，它给我把英文翻译成英文,
183867350,288331784.0,1081185860.0,11.70.1,HONOR,TEL-AN10,小猿口算,,拍照翻译,其他,2025-05-04 08:39:46,,有一些单词没有翻译到,
183877882,245912109.0,655544966.0,11.71.0,HONOR,RNA-AN00,小猿口算,,拍照翻译,翻译不完整,2025-05-04 10:15:45,,滚滚滚滚滚滚滚滚滚啦啦啦爸爸: 电话号码 18435426884 电话号码 18435426884 电话号码 15534430409 电话号码 13513680448 手机号码 1583546821急急急佳力图面容昂扣扣里老婆老婆老婆就结束了计算机考试纪录片jingkoaqw冀星宇冀科技聚集了计算机技术理解8,
183878180,300307203.0,1086905133.0,11.71.0,ZTE,ZTE A2025HL,小猿口算,,拍照翻译,翻译不准确,2025-05-04 10:17:50,,请把中文拼音改成英文,
183880754,162496939.0,626197654.0,11.63.3,OPPO,PEMM00,小猿口算,,拍照翻译,其他,2025-05-04 10:34:42,, 播放失败，这些都是我不喜欢播放失败,
183883896,928739663.0,516958892.0,11.71.0,iPhone,iPad,小猿搜题,,拍照翻译,其他,2025-05-04 10:55:48,,翻译的有点乱，东一行，西一行。有些英文单词都没有翻译出来，希望改进一下,
183886776,180261001.0,656533338.0,11.70.1,vivo,V2162A,小猿口算,,拍照翻译,其他,2025-05-04 11:15:24,,What do you like for breakfast?,
183889094,904521747.0,432922678.0,11.70.1,vivo,V2323A,小猿搜题,,拍照翻译,产品建议,2025-05-04 11:31:31,,说说为什么翻译成这样？,
183895812,295397726.0,940919984.0,11.71.0,vivo,V2239A,小猿口算,,拍照翻译,其他,2025-05-04 12:29:12,,不写答案，不说中文,
183912468,223700477.0,668099737.0,11.71.0,HUAWEI,JEF-AN20,小猿口算,,拍照翻译,翻译不完整,2025-05-04 14:47:38,,只有中译英或英译中,
183917604,285696903.0,1080739363.0,11.71.0,HUAWEI,EML-AL00,小猿口算,,拍照翻译,翻译不准确,2025-05-04 15:23:39,,neighbourhood是小区，老是翻译成邻居╯﹏╰,
183931814,849034005.0,647099496.0,11.68.0,OPPO,PFUM10,小猿搜题,,拍照翻译,翻译不准确,2025-05-04 17:05:51,,为什么不能日译汉？,
183932132,235175633.0,718707003.0,11.71.0,OPPO,PDSM00,小猿口算,,拍照翻译,其他,2025-05-04 17:08:06,,我还我还不是三年级，我是二年级，你能不能给我个好好的教训？不要给我英语，我要中文。,
183932664,292768783.0,327731410.0,11.70.1,OPPO,OPPO R11s,小猿口算,,拍照翻译,翻译不完整,2025-05-04 17:12:29,,那么多字看不见吗,
183934610,905071542.0,147625980.0,11.70.1,HONOR,GIA-AN80,小猿搜题,,拍照翻译,翻译不准确,2025-05-04 17:28:51,,不是 怎么还有中文拼音翻译呀，666，差评,
183937836,290741426.0,245937196.0,11.71.0,OnePlus,PJA110,小猿口算,,拍照翻译,翻译不完整,2025-05-04 17:58:23,,我要的是中文，不是中英两文,
183953990,274360414.0,786384513.0,11.71.0,vivo,V2278A,小猿口算,,拍照翻译,产品建议,2025-05-04 20:42:51,,要查询的是一个句子的中文而不是一个单词的中文希望贯穿整个句子,
183955614,919204021.0,582774551.0,11.70.1,vivo,V2364A,小猿搜题,,拍照翻译,文字识别有误,2025-05-04 20:57:14,,最后一段有错误。把Goodnight(晚安)译成中文″再见″,
183957214,244353806.0,736495661.0,11.71.0,HONOR,VER-AN10,小猿口算,,拍照翻译,文字识别有误,2025-05-04 21:11:53,,这是拼音不是单词好吗？,
183964400,291647702.0,1078905515.0,11.63.3,HUAWEI,HUAWEI M2-801W,小猿口算,,拍照翻译,其他,2025-05-04 22:21:09,,太好了吧！不需要改进了！,
183964942,565124529.0,166852884.0,11.70.1,HONOR,ELP-AN00,小猿搜题,,拍照翻译,翻译不准确,2025-05-04 22:27:23,,翻译给我变成拼音，中翻英英文变成拼音,
183965410,154596175.0,205388314.0,11.71.0,HUAWEI,HMA-AL00,小猿口算,,拍照翻译,产品建议,2025-05-04 22:33:06,,英文翻译中文可以吗,
183966834,254165745.0,628448409.0,11.71.0,vivo,V2162A,小猿口算,,拍照翻译,翻译不准确,2025-05-04 22:51:52,,我写的是扔掉他翻详rengdiao,
183967588,877917559.0,68637970.0,11.70.1,HUAWEI,VCE-AL00,小猿搜题,,拍照翻译,翻译不准确,2025-05-04 23:03:24,,好你个翻译屁都不如😡😡😡😡😡,
183974844,298085159.0,1084760413.0,11.71.0,HUAWEI,NCO-AL00,小猿口算,,拍照翻译,产品建议,2025-05-05 07:43:11,,"
这种页该怎么读英语单词？和英语句子。",
183981480,194470591.0,585046449.0,11.71.0,HONOR,HEY-W09,小猿口算,,拍照翻译,翻译不准确,2025-05-05 09:11:54,,还有一些语音不标准,
183983944,281112342.0,1065239338.0,11.70.1,vivo,V2156FA,小猿口算,,拍照翻译,翻译不完整,2025-05-05 09:30:26,,说了好几遍了她还是反应不全,
183984220,288038235.0,617158091.0,11.71.0,HONOR,BRC-AN00,小猿口算,,拍照翻译,翻译不完整,2025-05-05 09:32:25,,GJ部哈哈哈啊哈哈哈哈啊哈哈哈滴滴滴记咖喱鸡块扑克牌闽宁你把塞进去理我ing闽宁民工漫您送婆婆送送送红米里咯ing你你你你你你民工明敏公民你你你你你你闽宁闽宁魔攻你你你谋杀恰俩次打破阿婆哈一份饭受压迫鹤岗上热搜了就是啥也晚安手机卡死了李老婆婆一曲相送配比哦热送送送戒色BP机明哦热爹哈萨尔鄂破婆婆二次擦色蓉蓉热熔二墨色ins雷克萨斯LS测媒婆破破媒婆热二二才起来啊材控的吗，，，曲黎敏公民明敏急急急吉,
183986810,294612823.0,1081958612.0,11.71.0,vivo,V2323A,小猿口算,,拍照翻译,其他,2025-05-05 09:49:41,,英语在哪里汉字就在英语下面,
183987484,907591683.0,560837394.0,11.70.1,HONOR,MAA-AN00,小猿搜题,,拍照翻译,翻译不完整,2025-05-05 09:53:47,,请问180怎么读🙃,
183990206,217736559.0,702621097.0,11.70.1,Redmi,21091116C,小猿口算,,拍照翻译,其他,2025-05-05 10:10:54,, Photos my family.指的不是我家的照片，而是我的家庭照片。,
183994414,919925407.0,668174914.0,11.70.1,EEBBK,A6,小猿搜题,,拍照翻译,产品建议,2025-05-05 10:35:02,,建议用deepseeK  AI  来翻译，谢谢，宝宝。,
184006406,249190124.0,1050820064.0,11.71.0,HUAWEI,SCM-W09,小猿口算,,拍照翻译,其他,2025-05-05 11:43:51,,这个小人口上根本不给翻译,
184006858,256920926.0,690006767.0,11.71.0,Redmi,23113RKC6C,小猿口算,,拍照翻译,其他,2025-05-05 11:46:44,,没有翻意好，不名确。,
184011838,168817069.0,281206138.0,11.71.0,HUAWEI,TAS-AN00,小猿口算,,拍照翻译,其他,2025-05-05 12:20:27,,非常好，有些英文翻译的不对，应该在提升,
184012512,276693415.0,412162488.0,11.71.0,OPPO,PFTM20,小猿口算,,拍照翻译,翻译不准确,2025-05-05 12:25:07,,tmd根本就翻译不出来呀，人们要写作业竟然死了你。去倒闭了去吧，你还不如别的软件,
184016526,289521186.0,730311612.0,11.71.0,HUAWEI,DMG-W00,小猿口算,,拍照翻译,其他,2025-05-05 12:54:53,,会热啊对于广大付出擦擦大哥还吃饭擦的时候成功,
184016712,925105513.0,98074066.0,11.70.1,HUAWEI,WKG-AN00,小猿搜题,,拍照翻译,其他,2025-05-05 12:56:12,,能不能两页（正反面）一起翻译？,
184019402,290927295.0,1079178769.0,11.63.3,readboy,Readboy_C20Pro,小猿口算,,拍照翻译,其他,2025-05-05 13:14:45,,有没有翻译文言文的？,
184022902,228135757.0,707538313.0,11.71.0,HONOR,NTN-AN20,小猿口算,,拍照翻译,其他,2025-05-05 13:36:18,,红耳龟出色听呀ins特体拉勾黑铁过户了可以了鸡儿这狗狗惠民金题九牛铁碎进各位中秋口渴了。你打脑袋疼领快递抗病毒哦额咯咯了公明敏敏哦额你男的女的，基地基地咯寇姐，哦咯啦啦啦啦。,
184028130,904783803.0,525743485.0,11.70.1,HONOR,ALI-AN00,小猿搜题,,拍照翻译,其他,2025-05-05 14:07:19,,6666666666666666,
184035152,228556127.0,647327521.0,11.70.3,iPhone,iPad,小猿口算,,拍照翻译,翻译不准确,2025-05-05 14:47:12,,"shushed是shush的过去式，居然还给我翻译成形容词，明明是动词。
",
184036906,81384215.0,217074358.0,11.70.1,HUAWEI,BAH3-AL00,小猿口算,,拍照翻译,其他,2025-05-05 14:57:12,,翻译的非常非常的好，只不过有些翻译的句子有错误,
184044090,886267142.0,694814790.0,11.70.1,OPPO,PHW110,小猿搜题,,拍照翻译,其他,2025-05-05 15:37:44,,已经拍好照了，但是他没有翻译，拍了很多遍，但一点都没有翻译。,
184052706,261260299.0,955988997.0,11.71.0,HONOR,WDY-AN00,小猿口算,,拍照翻译,其他,2025-05-05 16:26:25,,不能自动写成作文！,
184054542,920582299.0,1067529166.0,11.70.1,EEBBK,S3 Prow,小猿搜题,,拍照翻译,产品建议,2025-05-05 16:37:33,,?*&'%#@#$6677102929221929292929,
184054694,56099795.0,315610906.0,11.71.0,HONOR,ALI-AN00,小猿口算,,拍照翻译,其他,2025-05-05 16:38:23,,有翻译的可是英语没有完全清除,
184056964,928879665.0,1086364343.0,11.71.0,iPhone,iPhone,小猿搜题,,拍照翻译,产品建议,2025-05-05 16:51:26,,就不能全部显示出来意思嘛😓(💢｀Д´),
