content_type,material_source,subject,grade_level,usage_scenario,confidence,image_file,time_period,labeled_at,error,description
reading_comprehension,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (32)-1.jpg,weekday,2025-12-19T16:54:02.576431,,
,,,,,,拍照翻译列表 (37)-1.jpg,weekday,2025-12-19T16:54:02.578072,请求失败 (尝试 3/3): API错误: Too many requests,
,,,,,,拍照翻译列表 (37)-2.jpg,weekday,2025-12-19T16:54:02.639524,请求失败 (尝试 3/3): API错误: Too many requests,
other,screen_capture,physics,grade_10_12,doing_exercises,high,拍照翻译列表 (4)-1.jpg,weekday,2025-12-19T16:54:02.751546,,
grammar_exercise,homework_book,english,grade_7_9,doing_homework,high,拍照翻译列表 (34)-2.jpg,weekday,2025-12-19T16:54:02.913379,,
dialogue_text,official_textbook,english,grade_7_9,previewing,high,拍照翻译列表 (38)-1.jpg,weekday,2025-12-19T16:54:02.992080,,
reading_passage,official_textbook,english,grade_4_6,previewing,high,拍照翻译列表 (38)-2.jpg,weekday,2025-12-19T16:54:03.224258,,
dialogue_text,official_textbook,english,grade_4_6,previewing,high,拍照翻译列表 (45)-2.jpg,weekday,2025-12-19T16:54:03.568435,,
vocabulary_exercise,homework_book,english,grade_7_9,doing_homework,high,拍照翻译列表 (40)-1.jpg,weekday,2025-12-19T16:54:03.583205,,
dialogue_text,official_textbook,english,grade_4_6,previewing,high,拍照翻译列表 (43)-1.jpg,weekday,2025-12-19T16:54:03.643077,,
screen_capture,screen_capture,english,grade_7_9,unclear,high,拍照翻译列表 (33)-2.jpg,weekday,2025-12-19T16:54:03.922960,,
vocabulary_exercise,homework_book,english,grade_1_3,doing_homework,high,拍照翻译列表 (41)-2.jpg,weekday,2025-12-19T16:54:03.954404,,
dialogue_text,official_textbook,english,grade_1_3,previewing,high,拍照翻译列表 (47)-2.jpg,weekday,2025-12-19T16:54:03.993103,,
cloze_test,official_textbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (33)-1.jpg,weekday,2025-12-19T16:54:04.203240,,
reading_comprehension,homework_book,english,grade_7_9,doing_homework,high,拍照翻译列表 (44)-2.jpg,weekday,2025-12-19T16:54:04.221387,,
reading_passage,official_textbook,chinese,grade_4_6,previewing,high,拍照翻译列表 (4)-2.jpg,weekday,2025-12-19T16:54:04.342887,,
reading_comprehension,exam_paper,english,grade_7_9,reviewing_exam,high,拍照翻译列表 (44)-1.jpg,weekday,2025-12-19T16:54:04.562417,,
cloze_test,homework_book,english,grade_7_9,doing_homework,high,拍照翻译列表 (39)-2.jpg,weekday,2025-12-19T16:54:04.591267,,
reading_comprehension,homework_book,english,grade_10_12,doing_homework,high,拍照翻译列表 (35)-1.jpg,weekday,2025-12-19T16:54:04.638549,,
reading_comprehension,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (42)-1.jpg,weekday,2025-12-19T16:54:04.710776,,
grammar_exercise,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (35)-2.jpg,weekday,2025-12-19T16:54:04.783931,,
homework_worksheet,homework_book,english,grade_7_9,doing_homework,high,拍照翻译列表 (45)-1.jpg,weekday,2025-12-19T16:54:04.803798,,
vocabulary_exercise,workbook,english,grade_1_3,doing_exercises,high,拍照翻译列表 (40)-2.jpg,weekday,2025-12-19T16:54:04.866076,,
reading_comprehension,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (41)-1.jpg,weekday,2025-12-19T16:54:04.916227,,
reading_comprehension,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (39)-1.jpg,weekday,2025-12-19T16:54:04.982889,,这是一份初中英语阅读理解练习材料，来自配套练习册，包含阅读文章和选择题（如第1题询问1995年事件的意义），用于学生做英语阅读理解练习。
reading_passage,official_textbook,chinese,unclear,previewing,medium,拍照翻译列表 (5)-2.jpg,weekday,2025-12-19T16:54:05.355780,,
other,screen_capture,physics,grade_10_12,unclear,medium,拍照翻译列表 (5)-1.jpg,weekday,2025-12-19T16:54:05.594920,,
grammar_exercise,official_textbook,english,grade_7_9,previewing,high,拍照翻译列表 (50)-1.jpg,weekday,2025-12-19T16:54:05.971574,,
,,,,,,拍照翻译列表 (49)-2.jpg,weekday,2025-12-19T16:54:06.090534,请求失败 (尝试 3/3): API错误: Too many requests,
reading_passage,official_textbook,english,grade_7_9,previewing,high,拍照翻译列表 (46)-2.jpg,weekday,2025-12-19T16:54:06.528997,,
reading_comprehension,screen_capture,english,grade_7_9,doing_exercises,high,拍照翻译列表 (51)-1.jpg,weekday,2025-12-19T16:54:06.596720,,
reading_passage,official_textbook,english,grade_7_9,previewing,high,拍照翻译列表 (47)-1.jpg,weekday,2025-12-19T16:54:06.633313,,
reading_comprehension,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (50)-2.jpg,weekday,2025-12-19T16:54:06.706045,,
cloze_test,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (46)-1.jpg,weekday,2025-12-19T16:54:06.939036,,
grammar_exercise,official_textbook,english,grade_7_9,previewing,high,拍照翻译列表 (42)-2.jpg,weekday,2025-12-19T16:54:07.282342,,
reading_comprehension,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (48)-2.jpg,weekday,2025-12-19T16:54:07.295556,,
translation_exercise,homework_book,english,grade_7_9,doing_homework,high,拍照翻译列表 (51)-2.jpg,weekday,2025-12-19T16:54:07.402923,,
reading_comprehension,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (48)-1.jpg,weekday,2025-12-19T16:54:07.595098,,
dialogue_text,official_textbook,english,grade_7_9,previewing,high,拍照翻译列表 (43)-2.jpg,weekday,2025-12-19T16:54:07.615118,,
reading_passage,handout,english,grade_7_9,reading_extra,medium,拍照翻译列表 (57)-1.jpg,weekday,2025-12-19T16:54:07.966213,,
vocabulary_exercise,homework_book,english,grade_7_9,doing_homework,high,拍照翻译列表 (55)-1.jpg,weekday,2025-12-19T16:54:07.994222,,
reading_comprehension,supplementary_book,english,grade_7_9,doing_exercises,high,拍照翻译列表 (55)-2.jpg,weekday,2025-12-19T16:54:08.132767,,
reading_comprehension,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (56)-2.jpg,weekday,2025-12-19T16:54:08.192839,,
cloze_test,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (56)-1.jpg,weekday,2025-12-19T16:54:08.232424,,
cloze_test,homework_book,english,grade_7_9,doing_homework,high,拍照翻译列表 (58)-1.jpg,weekday,2025-12-19T16:54:08.415299,,
vocabulary_exercise,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (60)-1.jpg,weekday,2025-12-19T16:54:08.462987,,
reading_comprehension,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (52)-1.jpg,weekday,2025-12-19T16:54:08.522589,,
dialogue_text,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (61)-1.jpg,weekday,2025-12-19T16:54:08.662812,,
cloze_test,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (54).jpg,weekday,2025-12-19T16:54:08.710637,,
homework_worksheet,homework_book,english,grade_7_9,doing_homework,high,拍照翻译列表 (57)-2.jpg,weekday,2025-12-19T16:54:08.743017,,
grammar_exercise,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (49)-1.jpg,weekday,2025-12-19T16:54:08.853618,,
reading_comprehension,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (52)-2.jpg,weekday,2025-12-19T16:54:08.862632,,
other,other,unclear,unclear,unclear,medium,拍照翻译列表 (62)-1.jpg,weekday,2025-12-19T16:54:08.963461,,
cloze_test,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (61)-2.jpg,weekday,2025-12-19T16:54:09.502773,,
grammar_exercise,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (6)-1.jpg,weekday,2025-12-19T16:54:09.565073,,
reading_comprehension,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (59)-1.jpg,weekday,2025-12-19T16:54:09.713908,,
grammar_exercise,official_textbook,english,grade_1_3,previewing,high,拍照翻译列表 (58)-2.jpg,weekday,2025-12-19T16:54:09.759643,,
reading_comprehension,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (67)-1.jpg,weekday,2025-12-19T16:54:09.914117,,
reading_comprehension,official_textbook,english,grade_7_9,previewing,high,拍照翻译列表 (60)-2.jpg,weekday,2025-12-19T16:54:10.093557,,
dialogue_text,official_textbook,english,grade_1_3,previewing,high,拍照翻译列表 (63)-2.jpg,weekday,2025-12-19T16:54:10.110316,,
cloze_test,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (68)-1.jpg,weekday,2025-12-19T16:54:10.135994,,
vocabulary_exercise,handout,english,grade_4_6,doing_exercises,high,拍照翻译列表 (59)-2.jpg,weekday,2025-12-19T16:54:10.157144,,
vocabulary_exercise,screen_capture,english,grade_7_9,doing_exercises,high,拍照翻译列表 (53)-2.jpg,weekday,2025-12-19T16:54:10.265441,,
reading_comprehension,workbook,english,grade_4_6,doing_exercises,high,拍照翻译列表 (53)-1.jpg,weekday,2025-12-19T16:54:10.268030,,
reading_comprehension,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (65)-2.jpg,weekday,2025-12-19T16:54:10.348387,,
reading_comprehension,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (66)-2.jpg,weekday,2025-12-19T16:54:10.469208,,
vocabulary_exercise,official_textbook,english,grade_4_6,doing_exercises,high,拍照翻译列表 (62)-2.jpg,weekday,2025-12-19T16:54:10.471057,,
reading_comprehension,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (63)-1.jpg,weekday,2025-12-19T16:54:10.607766,,
vocabulary_exercise,homework_book,english,grade_7_9,doing_homework,high,拍照翻译列表 (66)-1.jpg,weekday,2025-12-19T16:54:10.773165,,
reading_comprehension,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (64)-1.jpg,weekday,2025-12-19T16:54:10.775929,,
vocabulary_exercise,official_textbook,english,grade_7_9,previewing,high,拍照翻译列表 (72)-1.jpg,weekday,2025-12-19T16:54:10.778096,,
vocabulary_exercise,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (6)-2.jpg,weekday,2025-12-19T16:54:10.974025,,
,,,,,,拍照翻译列表 (7)-2.jpg,weekday,2025-12-19T16:54:11.092576,请求失败 (尝试 3/3): API错误: Too many requests,
translation_exercise,workbook,english,grade_7_9,doing_exercises,medium,拍照翻译列表 (7)-1.jpg,weekday,2025-12-19T16:54:11.114806,,
,,,,,,拍照翻译列表 (70)-2.jpg,weekday,2025-12-19T16:54:11.290511,请求失败 (尝试 3/3): API错误: Too many requests,
,,,,,,拍照翻译列表 (71)-1.jpg,weekday,2025-12-19T16:54:11.292658,请求失败 (尝试 3/3): API错误: Too many requests,
reading_comprehension,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (69)-1.jpg,weekday,2025-12-19T16:54:11.296404,,
cloze_test,exam_paper,english,grade_4_6,doing_exercises,high,拍照翻译列表 (72)-2.jpg,weekday,2025-12-19T16:54:11.298601,,
,,,,,,拍照翻译列表 (71)-2.jpg,weekday,2025-12-19T16:54:11.350727,请求失败 (尝试 3/3): API错误: Too many requests,
reading_comprehension,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (65)-1.jpg,weekday,2025-12-19T16:54:11.627282,,
screen_capture,screen_capture,unclear,unclear,unclear,high,拍照翻译列表 (67)-2.jpg,weekday,2025-12-19T16:54:11.808037,,
grammar_exercise,workbook,english,grade_4_6,doing_exercises,high,拍照翻译列表 (64)-2.jpg,weekday,2025-12-19T16:54:12.010388,,
grammar_exercise,official_textbook,english,grade_7_9,previewing,high,拍照翻译列表 (77)-2.jpg,weekday,2025-12-19T16:54:12.180607,,
reading_passage,handout,english,grade_4_6,doing_exercises,high,拍照翻译列表 (68)-2.jpg,weekday,2025-12-19T16:54:12.216857,,
reading_comprehension,homework_book,english,grade_4_6,doing_homework,high,拍照翻译列表 (8)-2.jpg,weekday,2025-12-19T16:54:12.345558,,
reading_comprehension,workbook,english,grade_10_12,doing_exercises,high,拍照翻译列表 (79)-1.jpg,weekday,2025-12-19T16:54:12.382876,,
reading_comprehension,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (69)-2.jpg,weekday,2025-12-19T16:54:12.415677,,
,,,,,,拍照翻译列表 (74)-1.jpg,weekday,2025-12-19T16:54:12.489859,请求失败 (尝试 3/3): API错误: Too many requests,
reading_passage,official_textbook,english,grade_7_9,previewing,high,拍照翻译列表 (73)-1.jpg,weekday,2025-12-19T16:54:12.735801,,
grammar_exercise,workbook,physics,grade_7_9,doing_exercises,high,拍照翻译列表 (73)-2.jpg,weekday,2025-12-19T16:54:12.856779,,
cloze_test,handout,english,grade_4_6,doing_exercises,high,拍照翻译列表 (78)-2.jpg,weekday,2025-12-19T16:54:13.286921,,
cloze_test,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (77)-1.jpg,weekday,2025-12-19T16:54:13.412744,,
reading_passage,official_textbook,english,grade_7_9,previewing,high,拍照翻译列表 (78)-1.jpg,weekday,2025-12-19T16:54:13.414781,,
grammar_exercise,official_textbook,english,grade_7_9,previewing,high,拍照翻译列表 (84)-2.jpg,weekday,2025-12-19T16:54:13.483484,,
reading_passage,official_textbook,english,grade_4_6,previewing,high,拍照翻译列表 (79)-2.jpg,weekday,2025-12-19T16:54:13.516996,,
vocabulary_exercise,screen_capture,english,grade_4_6,doing_exercises,high,拍照翻译列表 (83)-1.jpg,weekday,2025-12-19T16:54:13.926783,,
reading_comprehension,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (8)-1.jpg,weekday,2025-12-19T16:54:13.928477,,
reading_passage,official_textbook,english,grade_7_9,previewing,high,拍照翻译列表 (70)-1.jpg,weekday,2025-12-19T16:54:13.949998,,
grammar_exercise,workbook,chinese,grade_4_6,doing_exercises,high,拍照翻译列表 (81)-2.jpg,weekday,2025-12-19T16:54:13.957403,,
,,,,,,拍照翻译列表 (80)-1.jpg,weekday,2025-12-19T16:54:14.006893,请求失败 (尝试 3/3): API错误: Too many requests,
,,,,,,拍照翻译列表 (81)-1.jpg,weekday,2025-12-19T16:54:14.023997,请求失败 (尝试 3/3): API错误: Too many requests,
,,,,,,拍照翻译列表 (80)-2.jpg,weekday,2025-12-19T16:54:14.056550,请求失败 (尝试 3/3): API错误: Too many requests,
reading_passage,supplementary_book,english,grade_7_9,reading_extra,medium,拍照翻译列表 (75)-2.jpg,weekday,2025-12-19T16:54:14.059337,,
translation_exercise,homework_book,english,grade_7_9,doing_homework,high,拍照翻译列表 (82)-1.jpg,weekday,2025-12-19T16:54:14.440062,,
reading_comprehension,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (76)-1.jpg,weekday,2025-12-19T16:54:14.449256,,
dialogue_text,official_textbook,english,grade_4_6,previewing,high,拍照翻译列表 (82)-2.jpg,weekday,2025-12-19T16:54:14.561014,,
writing_assignment,workbook,english,grade_4_6,doing_exercises,medium,拍照翻译列表 (75)-1.jpg,weekday,2025-12-19T16:54:14.609482,,
grammar_exercise,official_textbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (74)-2.jpg,weekday,2025-12-19T16:54:15.040877,,
reading_comprehension,workbook,english,grade_4_6,doing_exercises,high,拍照翻译列表 (83)-2.jpg,weekday,2025-12-19T16:54:15.136536,,
reading_comprehension,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (9)-1.jpg,weekday,2025-12-19T16:54:15.322650,,
cloze_test,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (86)-2.jpg,weekday,2025-12-19T16:54:15.684491,,
grammar_exercise,homework_book,english,grade_7_9,doing_homework,high,拍照翻译列表 (89)-1.jpg,weekday,2025-12-19T16:54:15.893130,,
reading_comprehension,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (95)-1.jpg,weekday,2025-12-19T16:54:15.984519,,
dialogue_text,official_textbook,english,grade_4_6,previewing,high,拍照翻译列表 (89)-2.jpg,weekday,2025-12-19T16:54:16.057020,,
dialogue_text,official_textbook,english,grade_4_6,previewing,medium,拍照翻译列表 (86)-1.jpg,weekday,2025-12-19T16:54:16.418513,,
cloze_test,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (84)-1.jpg,weekday,2025-12-19T16:54:16.543885,,
grammar_exercise,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (85)-1.jpg,weekday,2025-12-19T16:54:16.545027,,
dialogue_text,official_textbook,english,grade_4_6,previewing,high,拍照翻译列表 (90)-1.jpg,weekday,2025-12-19T16:54:16.563671,,
reading_comprehension,homework_book,english,grade_7_9,doing_homework,high,拍照翻译列表 (9)-2.jpg,weekday,2025-12-19T16:54:16.584714,,
reading_comprehension,homework_book,english,grade_7_9,doing_homework,high,拍照翻译列表 (76)-2.jpg,weekday,2025-12-19T16:54:16.595120,,
